주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
406-2-000042,화순사거리,공영,노외,,제주특별자치도 서귀포시 안덕면 화순리 1072,40,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.246268,126.335353,2021-04-18
406-2-000043,중앙공영주차빌딩,공영,노외,,제주특별자치도 서귀포시 서귀동 291-2,306,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.24985968,126.5621642,2021-04-18
406-2-000044,성산고성 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 327-1,56,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.448641,126.916654,2021-04-18
406-2-000045,남원의례회관,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 380-1,175,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4192,33.294469,126.711619,2021-04-18
406-2-000046,동홍 공영노외3주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 470-1,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.25544697,126.5722626,2021-04-18
406-2-000047,서귀포향토오일시장,공영,노외,,제주특별자치도 서귀포시 동홍동 826-1,256,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.268613,,2021-04-18
406-2-000048,성산항,공영,노외,,제주특별자치도 서귀포시 성산읍 성산리 347-9,972,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,1000,15,500,,,100000,현금. 신용카드,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-2764,33.47292799,126.9345061,2021-04-18
406-2-000049,외돌개,공영,노외,,제주특별자치도 서귀포시 서홍동 780-1,30,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3192,33.241469,126.548058,2021-04-18
406-2-000050,표선의례회관앞,공영,노외,,제주특별자치도 서귀포시 표선면 표선리 2103,120,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2975,33.327011,126.823628,2021-04-18
406-2-000051,국토교통인재개발원 서측,공영,노외,,제주특별자치도 서귀포시 서호동 1603,113,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.252158,126.515739,2021-04-18
406-2-000052,홍로공영주차빌딩,공영,노외,,제주특별자치도 서귀포시 동홍동 1480-6,245,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,1000,15,500,,,100000,현금. 신용카드,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-3132,33.25595698,126.5613023,2021-04-18
406-2-000053,표선공영주차빌딩,공영,노외,,제주특별자치도 서귀포시 표선면 표선리 701,169,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.32623643,126.8317739,2021-04-18
406-2-000054,정방공영주차빌딩,공영,노외,,제주특별자치도 서귀포시 서귀동 403-6,137,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,1000,15,500,,,100000,현금. 신용카드,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-3132,33.247657,126.565845,2021-04-18
406-2-000055,나포리 호텔 아래,공영,노외,,제주특별자치도 서귀포시 서귀동 600-3,2,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2173,33.243655,,2021-04-18
406-2-000056,송산 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 28-3,70,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.242873,126.566663,2021-04-18
406-2-000057,이중섭거리 주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 550,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3561,33.245253,,2021-04-18
406-2-000058,매일시장,공영,노외,,제주특별자치도 서귀포시 서귀동 277-12,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2632,33.24990215,126.563261,2021-04-18
406-2-000059,서홍동 공영주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 397-4,42,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.256238,126.559648,2021-04-18
406-2-000060,효돈중학교 북측,공영,노외,,제주특별자치도 서귀포시 하효동 11-2,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.266293,126.620924,2021-04-18
406-2-000061,효돈동 주민센터 옆,공영,노외,,제주특별자치도 서귀포시 하효동 159,23,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.263018,126.6156232,2021-04-18
406-2-000062,중앙여중 후문,공영,노외,,제주특별자치도 서귀포시 동홍동 1530-12,25,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.254682,,2021-04-18
406-2-000063,동홍 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 514-2,80,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.256053,126.568384,2021-04-18
406-2-000064,동홍 공영노외2주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 429,29,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,,126.569559,2021-04-18
406-2-000065,시민회관 옆,공영,노외,,제주특별자치도 서귀포시 동홍동 452-3,44,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.251633,126.5675382,2021-04-18
406-2-000066,신시가지,공영,노외,,제주특별자치도 서귀포시 강정동 118-8,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,,126.507428,2021-04-18
406-2-000067,강정마을,공영,노외,,제주특별자치도 서귀포시 강정동 5356-11,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.235151,126.474741,2021-04-18
406-2-000068,법환 노인회관 앞,공영,노외,,제주특별자치도 서귀포시 법환동 1134,40,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4752,33.239418,126.509485,2021-04-18
406-2-000069,동일다목적회관 앞,공영,노외,,제주특별자치도 서귀포시 대정읍 동일리 2829-6,45,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4092,33.228374,126.241453,2021-04-18
406-2-000070,홍마트 북측,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 2143-12,9,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4092,33.220066,126.252586,2021-04-18
406-2-000071,서부종합사회복지관 남측,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 1173-1,31,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,,126.248055,2021-04-18
406-2-000072,남원초등학교 옆,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 141,46,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.27888735,126.716856,2021-04-18
406-2-000073,동부보건소,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 2490-28,22,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-6112,,,2021-04-18
406-2-000074,섭지코지주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 62-3,100,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,1000,15,500,,,,현금. 신용카드,"①유공납세자(선정일로부터 1년간), 감면액 이상의 자원봉사마일리지 소지자, 장애정도가 심한 장애인 1일 1차례 3시간 면제, ②경차, 저공해차, 전기차, 4.3 희생자 및 유족 50 감면. ③최근 2년 이내 헌혈증 소지자, 장애정도가 심하지 않은 장애인, 국가유공자, 5.18민주유공자, 고엽제 후유의증 환자, 임산부, 다자녀가정, 의사상자, 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료",제주특별자치도 서귀포시청,064-760-4282,33.423564,126.929381,2021-04-18
406-2-000075,대정하모 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 1444-2,46,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.226524,126.251489,2021-04-18
406-2-000076,서귀서초등학교 인근,공영,노외,,제주특별자치도 서귀포시 서홍동 365-3,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.255173,126.555879,2021-04-18
406-2-000077,노블컨벤션 안쪽,공영,노외,,제주특별자치도 서귀포시 서홍동 322-5,29,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.258965,126.558326,2021-04-18
406-2-000078,자산오차드힐 인근 남측,공영,노외,,제주특별자치도 서귀포시 서홍동 1588-10,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4749,33.261125,126.554414,2021-04-18
406-2-000079,자산오차드힐 인근 북측,공영,노외,,제주특별자치도 서귀포시 서호동 1597-4,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.261563,,2021-04-18
406-2-000080,건강나라 맞은편,공영,노외,,제주특별자치도 서귀포시 서홍동 345-14,107,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.259071,126.556129,2021-04-18
406-2-000081,중문초등학교 서측,공영,노외,,제주특별자치도 서귀포시 중문동 1971-2,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3072,33.251636,126.428184,2021-04-18
406-2-000082,중앙 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 268-17,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.25111435,126.565451,2021-04-18
406-2-000083,천제연폭포 주차장,공영,노외,,제주특별자치도 서귀포시 중문동 2230,118,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.253171,126.418764,2021-04-18
406-2-000084,남원 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 180,93,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,,,2021-04-18
406-2-000085,대륜서호 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 서호동 1433,79,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4765,33.263491,126.511089,2021-04-18
406-2-000086,세한교회 서측,공영,노외,,제주특별자치도 서귀포시 서홍동 1611,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3922,33.263736,126.554256,2021-04-18
